Funct	Description
2.7.2.4	aspartate kinase; aspartokinase; AK; beta-aspartokinase; aspartic kinase
2.7.2.5	Deleted entry
2.7.2.6	formate kinase
2.7.2.7	butyrate kinase
2.7.2.8	acetylglutamate kinase; N-acetylglutamate 5-phosphotransferase; acetylglutamate phosphokinase; N-acetylglutamate phosphokinase; N-acetylglutamate kinase; N-acetylglutamic 5-phosphotransferase
2.7.2.9	Transferred to 6.3.5.5
2.7.3.-	Transferases; Transferring phosphorus-containing groups; Phosphotransferases with a nitrogenous group as acceptor
2.7.3.1	guanidinoacetate kinase; glycocyamine kinase
2.7.3.10	agmatine kinase; phosphagen phosphokinase; ATP:agmatine 4-N-phosphotransferase
2.7.3.11	Transferred to 2.7.13.1
2.7.3.12	Transferred to 2.7.13.2
2.7.3.13	glutamine kinase
2.7.3.2	creatine kinase; ATP:creatine phosphotransferase; CK; MM-CK; MB-CK; BB-CK; creatine phosphokinase; creatine phosphotransferase; phosphocreatine kinase; adenosine triphosphate-creatine transphosphorylase; Mi-CK; CK-BB; CK-MM; CK-MB; CKMiMi; MiMi-CK
2.7.3.3	arginine kinase; arginine phosphokinase; adenosine 5'-triphosphate: L-arginine phosphotransferase; adenosine 5'-triphosphate-arginine phosphotransferase; ATP:L-arginine N-phosphotransferasel ATP:L-arginine omega-N-phosphotransferase
2.7.3.4	taurocyamine kinase; taurocyamine phosphotransferase; ATP:taurocyamine phosphotransferase
2.7.3.5	lombricine kinase
2.7.3.6	hypotaurocyamine kinase
2.7.3.7	opheline kinase
2.7.3.8	ammonia kinase; phosphoramidate-adenosine diphosphate phosphotransferase; phosphoramidate-ADP-phosphotransferase
2.7.3.9	phosphoenolpyruvate---protein phosphotransferase; phosphoenolpyruvate sugar phosphotransferase enzyme I; phosphopyruvate-protein factor phosphotransferase; phosphopyruvate-protein phosphotransferase; sugar-PEP phosphotransferase enzyme I; phosphoenolpyruvate:protein-L-histidine N-pros-phosphotransferase
2.7.4.-	Transferases; Transferring phosphorus-containing groups; Phosphotransferases with a phosphate group as acceptor
2.7.4.1	ATP-polyphosphate phosphotransferase; polyphosphate kinase 1; ppk1 (gene name); polyphosphate kinase (ambiguous); polyphosphoric acid kinase (ambiguous)
2.7.4.10	nucleoside-triphosphate---adenylate kinase; guanosine triphosphate-adenylate kinase; nucleoside triphosphate-adenosine monophosphate transphosphorylase; GTP:AMP phosphotransferase; isozyme 3 of adenylate kinase
2.7.4.11	(deoxy)adenylate kinase
2.7.4.12	T2-induced deoxynucleotide kinase
2.7.4.13	(deoxy)nucleoside-phosphate kinase; deoxynucleoside monophosphate kinase; deoxyribonucleoside monophosphokinase; deoxynucleoside-5'-monophosphate kinase; ATP:deoxynucleoside-phosphate phosphotransferase
2.7.4.14	UMP/CMP kinase; cytidylate kinase (misleading); deoxycytidylate kinase (misleading); CTP:CMP phosphotransferase (misleading); dCMP kinase (misleading); deoxycytidine monophosphokinase (misleading); UMP-CMP kinase; ATP:UMP-CMP phosphotransferase; pyrimidine nucleoside monophosphate kinase; uridine monophosphate-cytidine monophosphate phosphotransferase
2.7.4.15	thiamine-diphosphate kinase; ATP:thiamin-diphosphate phosphotransferase; TDP kinase; thiamin diphosphate kinase; thiamin diphosphate phosphotransferase; thiamin pyrophosphate kinase; thiamine diphosphate kinase; protein bound thiamin diphosphate:ATP phosphoryltransferase
2.7.4.16	thiamine-phosphate kinase; thiamin-monophosphate kinase; thiamin monophosphatase; thiamin monophosphokinase
2.7.4.17	3-phosphoglyceroyl-phosphate---polyphosphate phosphotransferase; diphosphoglycerate-polyphosphate phosphotransferase; 1,3-diphosphoglycerate-polyphosphate phosphotransferase
2.7.4.18	farnesyl-diphosphate kinase; farnesyl pyrophosphate kinase
2.7.4.19	5-methyldeoxycytidine-5'-phosphate kinase
2.7.4.2	phosphomevalonate kinase; ATP:5-phosphomevalonate phosphotransferase; 5-phosphomevalonate kinase; mevalonate phosphate kinase; mevalonate-5-phosphate kinase; mevalonic acid phosphate kinase
2.7.4.20	dolichyl-diphosphate---polyphosphate phosphotransferase; dolichylpyrophosphate:polyphosphate phosphotransferase
2.7.4.21	inositol-hexakisphosphate 5-kinase; ATP:1D-myo-inositol-hexakisphosphate phosphotransferase; IP6K; inositol-hexakisphosphate kinase (ambiguous)
2.7.4.22	UMP kinase; uridylate kinase; UMPK; uridine monophosphate kinase; PyrH; UMP-kinase; SmbA
2.7.4.23	ribose 1,5-bisphosphate phosphokinase; ribose 1,5-bisphosphokinase; PhnN; ATP:ribose-1,5-bisphosphate phosphotransferase
2.7.4.24	diphosphoinositol-pentakisphosphate 1-kinase; PP-IP5 kinase; diphosphoinositol pentakisphosphate kinase; ATP:5-diphospho-1D-myo-inositol-pentakisphosphate phosphotransferase; PP-InsP5 kinase; PPIP5K; PPIP5K1; PPIP5K2; VIP1; VIP2; diphosphoinositol-pentakisphosphate 1/3-kinase (incorrect); diphosphoinositol-pentakisphosphate kinase (ambiguous)
2.7.4.25	(d)CMP kinase; cmk (gene name); prokaryotic cytidylate kinase; deoxycytidylate kinase (misleading); dCMP kinase (misleading); deoxycytidine monophosphokinase (misleading)
2.7.4.26	isopentenyl phosphate kinase; ATP:isopentenyl phosphate phosphotransferase
2.7.4.27	[pyruvate, phosphate dikinase]-phosphate phosphotransferase; PPDK regulatory protein (ambiguous); pyruvate, phosphate dikinase regulatory protein (ambiguous); bifunctional dikinase regulatory protein (ambiguous); PDRP1 (gene name)
2.7.4.28	[pyruvate, water dikinase]-phosphate phosphotransferase; PSRP (ambiguous)
2.7.4.29	Kdo2-lipid A phosphotransferase; lipid A undecaprenyl phosphotransferase; LpxT; YeiU
2.7.4.3	adenylate kinase; myokinase; 5'-AMP-kinase; adenylic kinase; adenylokinase
2.7.4.30	Transferred to 2.7.8.43
2.7.4.31	[5-(aminomethyl)furan-3-yl]methyl phosphate kinase; MfnE
2.7.4.32	farnesyl phosphate kinase
2.7.4.33	AMP-polyphosphate phosphotransferase; PA3455 (locus name); PPK2D; PAP
2.7.4.34	GDP-polyphosphate phosphotransferase; ppk2 (gene name); polyphosphate kinase 2
2.7.4.4	nucleoside-phosphate kinase; NMP-kinase
2.7.4.5	Deleted entry
2.7.4.6	nucleoside-diphosphate kinase; nucleoside 5'-diphosphate kinase; nucleoside diphosphate (UDP) kinase; nucleoside diphosphokinase; nucleotide phosphate kinase; UDP kinase; uridine diphosphate kinase
2.7.4.7	phosphooxymethylpyrimidine kinase; hydroxymethylpyrimidine phosphokinase; ATP:4-amino-2-methyl-5-phosphooxymethylpyrimidine phosphotransferase; ATP:(4-amino-2-methylpyrimidin-5-yl)methyl-phosphate phosphotransferase; phosphomethylpyrimidine kinase
2.7.4.8	guanylate kinase; deoxyguanylate kinase; 5'-GMP kinase; GMP kinase; guanosine monophosphate kinase; ATP:GMP phosphotransferase
2.7.4.9	dTMP kinase; thymidine monophosphate kinase; thymidylate kinase; thymidylate monophosphate kinase; thymidylic acid kinase; thymidylic kinase; deoxythymidine 5'-monophosphate kinase; TMPK; thymidine 5'-monophosphate kinase
2.7.5.-	Transferases; Transferring phosphorus-containing groups; Phosphotransferases with regeneration of donors, apparently catalyzing intramolecular transfers
2.7.5.1	Transferred to 5.4.2.2
2.7.5.2	Transferred to 5.4.2.3
2.7.5.3	Transferred to 5.4.2.1
2.7.5.4	Transferred to 5.4.2.4
2.7.5.5	Transferred to 5.4.2.5
2.7.5.6	Transferred to 5.4.2.7
2.7.5.7	Transferred to 5.4.2.8
2.7.6.-	Transferases; Transferring phosphorus-containing groups; Diphosphotransferases
2.7.6.1	ribose-phosphate diphosphokinase; ribose-phosphate pyrophosphokinase; PRPP synthetase; phosphoribosylpyrophosphate synthetase; PPRibP synthetase; PP-ribose P synthetase; 5-phosphoribosyl-1-pyrophosphate synthetase; 5-phosphoribose pyrophosphorylase; 5-phosphoribosyl-alpha-1-pyrophosphate synthetase; phosphoribosyl-diphosphate synthetase; phosphoribosylpyrophosphate synthase; pyrophosphoribosylphosphate synthetase; ribophosphate pyrophosphokinase; ribose-5-phosphate pyrophosphokinase
2.7.6.2	thiamine diphosphokinase; thiamin kinase; thiamine pyrophosphokinase; ATP:thiamin pyrophosphotransferase; thiamin pyrophosphokinase; thiamin pyrophosphotransferase; thiaminokinase; thiamin:ATP pyrophosphotransferase; TPTase
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; H2-pteridine-CH2OH pyrophosphokinase; 7,8-dihydroxymethylpterin-pyrophosphokinase; HPPK; 7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase; hydroxymethyldihydropteridine pyrophosphokinase; ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-diphosphotransferase
2.7.6.4	nucleotide diphosphokinase; nucleotide pyrophosphokinase; ATP:nucleotide pyrophosphotransferase; ATP nucleotide 3'-pyrophosphokinase; nucleotide 3'-pyrophosphokinase
2.7.6.5	GTP diphosphokinase; stringent factor; guanosine 3',5'-polyphosphate synthase; GTP pyrophosphokinase; ATP-GTP 3'-diphosphotransferase; guanosine 5',3'-polyphosphate synthetase; (p)ppGpp synthetase I; (p)ppGpp synthetase II; guanosine pentaphosphate synthetase; GPSI; GPSII
2.7.7.-	Transferases; Transferring phosphorus-containing groups; Nucleotidyltransferases
2.7.7.1	nicotinamide-nucleotide adenylyltransferase; NAD+ pyrophosphorylase; adenosine triphosphate-nicotinamide mononucleotide transadenylase; ATP:NMN adenylyltransferase; diphosphopyridine nucleotide pyrophosphorylase; nicotinamide adenine dinucleotide pyrophosphorylase; nicotinamide mononucleotide adenylyltransferase; NMN adenylyltransferase
2.7.7.10	UTP---hexose-1-phosphate uridylyltransferase; galactose-1-phosphate uridylyltransferase; galactose 1-phosphate uridylyltransferase; alpha-D-galactose 1-phosphate uridylyltransferase; galactose 1-phosphate uridyltransferase; UDPgalactose pyrophosphorylase; uridine diphosphate galactose pyrophosphorylase; uridine diphosphogalactose pyrophosphorylase
2.7.7.100	SAMP-activating enzyme; UbaA (ambiguous); SAMP-activating enzyme E1 (ambiguous)
2.7.7.101	DNA primase DnaG; DnaG
2.7.7.102	DNA primase AEP; archaeo-eukaryotic primase; AEP; PrimPol
2.7.7.103	L-glutamine-phosphate cytidylyltransferase
2.7.7.104	2-hydroxyethylphosphonate cytidylyltransferase; Fom1
2.7.7.105	phosphoenolpyruvate guanylyltransferase; fbiD (gene name)
2.7.7.106	3-phospho-D-glycerate guanylyltransferase; cofC (gene name) (ambiguous)
2.7.7.107	(2-aminoethyl)phosphonate cytidylyltransferase; pntC (gene name)
2.7.7.108	protein adenylyltransferase; AMPylase; selO (gene name); FMP40 (gene name); SELENOO (gene name); IbpA; VopS; DrrA; FICD (gene name)
2.7.7.11	UTP---xylose-1-phosphate uridylyltransferase; xylose-1-phosphate uridylyltransferase; uridylyltransferase, xylose 1-phosphate; UDP-xylose pyrophosphorylase; uridine diphosphoxylose pyrophosphorylase; xylose 1-phosphate uridylyltransferase
2.7.7.12	UDP-glucose---hexose-1-phosphate uridylyltransferase; uridyl transferase; hexose-1-phosphate uridylyltransferase; uridyltransferase; hexose 1-phosphate uridyltransferase; UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
2.7.7.13	mannose-1-phosphate guanylyltransferase; GTP-mannose-1-phosphate guanylyltransferase; PIM-GMP (phosphomannose isomerase-guanosine 5'-diphospho-D-mannose pyrophosphorylase); GDP-mannose pyrophosphorylase; guanosine 5'-diphospho-D-mannose pyrophosphorylase; guanosine diphosphomannose pyrophosphorylase; guanosine triphosphate-mannose 1-phosphate guanylyltransferase; mannose 1-phosphate guanylyltransferase (guanosine triphosphate)
2.7.7.14	ethanolamine-phosphate cytidylyltransferase; phosphorylethanolamine transferase; ET; CTP-phosphoethanolamine cytidylyltransferase; phosphoethanolamine cytidylyltransferase; ethanolamine phosphate cytidylyltransferase
2.7.7.15	choline-phosphate cytidylyltransferase; phosphorylcholine transferase; CDP-choline pyrophosphorylase; CDP-choline synthetase; choline phosphate cytidylyltransferase; CTP-phosphocholine cytidylyltransferase; CTP:phosphorylcholine cytidylyltransferase; cytidine diphosphocholine pyrophosphorylase; phosphocholine cytidylyltransferase; phosphorylcholine cytidylyltransferase; phosphorylcholine:CTP cytidylyltransferase
2.7.7.16	Transferred to 3.1.27.5
2.7.7.17	Transferred to 3.1.27.1
2.7.7.18	nicotinate-nucleotide adenylyltransferase; deamido-NAD+ pyrophosphorylase; nicotinate mononucleotide adenylyltransferase; deamidonicotinamide adenine dinucleotide pyrophosphorylase; NaMN-ATase; nicotinic acid mononucleotide adenylyltransferase
2.7.7.19	polynucleotide adenylyltransferase; NTP polymerase; RNA adenylating enzyme; AMP polynucleotidylexotransferase; ATP-polynucleotide adenylyltransferase; ATP:polynucleotidylexotransferase; poly(A) polymerase; poly(A) synthetase; polyadenylate nucleotidyltransferase; polyadenylate polymerase; polyadenylate synthetase; polyadenylic acid polymerase; polyadenylic polymerase; terminal riboadenylate transferase; poly(A) hydrolase; RNA formation factors, PF1; adenosine triphosphate:ribonucleic acid adenylyltransferase
2.7.7.2	FAD synthase; FAD pyrophosphorylase; riboflavin mononucleotide adenylyltransferase; adenosine triphosphate-riboflavin mononucleotide transadenylase; adenosine triphosphate-riboflavine mononucleotide transadenylase; riboflavin adenine dinucleotide pyrophosphorylase; riboflavine adenine dinucleotide adenylyltransferase; flavin adenine dinucleotide synthetase; FADS; FMN adenylyltransferase; FAD synthetase (misleading)
2.7.7.20	Deleted entry
2.7.7.21	Transferred to 2.7.7.72
2.7.7.22	mannose-1-phosphate guanylyltransferase (GDP); GDP mannose phosphorylase; mannose 1-phosphate (guanosine diphosphate) guanylyltransferase; GDP mannose phosphorylase; GDP-mannose 1-phosphate guanylyltransferase; guanosine diphosphate-mannose 1-phosphate guanylyltransferase; guanosine diphosphomannose phosphorylase; mannose 1-phosphate guanylyltransferase; GDP:D-mannose-1-phosphate guanylyltransferase
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase; UDP-N-acetylglucosamine pyrophosphorylase; uridine diphosphoacetylglucosamine pyrophosphorylase; UTP:2-acetamido-2-deoxy-alpha-D-glucose-1-phosphate uridylyltransferase; UDP-GlcNAc pyrophosphorylase; GlmU uridylyltransferase; Acetylglucosamine 1-phosphate uridylyltransferase; UDP-acetylglucosamine pyrophosphorylase; uridine diphosphate-N-acetylglucosamine pyrophosphorylase; uridine diphosphoacetylglucosamine phosphorylase; acetylglucosamine 1-phosphate uridylyltransferase
2.7.7.24	glucose-1-phosphate thymidylyltransferase; glucose 1-phosphate thymidylyltransferase; dTDP-glucose synthase; dTDP-glucose pyrophosphorylase; thymidine diphosphoglucose pyrophosphorylase; thymidine diphosphate glucose pyrophosphorylase; TDP-glucose pyrophosphorylase
2.7.7.25	Transferred to 2.7.7.72
2.7.7.26	Transferred to 3.1.27.3
2.7.7.27	glucose-1-phosphate adenylyltransferase; ADP glucose pyrophosphorylase; glucose 1-phosphate adenylyltransferase; adenosine diphosphate glucose pyrophosphorylase; adenosine diphosphoglucose pyrophosphorylase; ADP-glucose pyrophosphorylase; ADP-glucose synthase; ADP-glucose synthetase; ADPG pyrophosphorylase; ADP:alpha-D-glucose-1-phosphate adenylyltransferase
2.7.7.28	nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase; NDP hexose pyrophosphorylase; hexose 1-phosphate nucleotidyltransferase; hexose nucleotidylating enzyme; nucleoside diphosphohexose pyrophosphorylase; hexose-1-phosphate guanylyltransferase; GTP:alpha-D-hexose-1-phosphate guanylyltransferase; GDP hexose pyrophosphorylase; guanosine diphosphohexose pyrophosphorylase; nucleoside-triphosphate-hexose-1-phosphate nucleotidyltransferase; NTP:hexose-1-phosphate nucleotidyltransferase
2.7.7.29	Deleted entry
2.7.7.3	pantetheine-phosphate adenylyltransferase; dephospho-CoA pyrophosphorylase; pantetheine phosphate adenylyltransferase; dephospho-coenzyme A pyrophosphorylase; 3'-dephospho-CoA pyrophosphorylase
2.7.7.30	fucose-1-phosphate guanylyltransferase; GDP fucose pyrophosphorylase; guanosine diphosphate L-fucose pyrophosphorylase; GDP-L-fucose pyrophosphorylase; GDP-fucose pyrophosphorylase; GTP:L-fucose-1-phosphate guanylyltransferase
2.7.7.31	DNA nucleotidylexotransferase; terminal deoxyribonucleotidyltransferase; terminal addition enzyme; addase; deoxynucleotidyl terminal transferase; deoxyribonucleic acid nucleotidyltransferase; deoxyribonucleic nucleotidyltransferase; terminal deoxynucleotide transferase; TdT
2.7.7.32	galactose-1-phosphate thymidylyltransferase; dTDP galactose pyrophosphorylase; galactose 1-phosphate thymidylyl transferase; thymidine diphosphogalactose pyrophosphorylase; thymidine triphosphate:alpha-D-galactose 1-phosphate thymidylyltransferase
2.7.7.33	glucose-1-phosphate cytidylyltransferase; CDP glucose pyrophosphorylase; cytidine diphosphoglucose pyrophosphorylase; cytidine diphosphate glucose pyrophosphorylase; cytidine diphosphate-D-glucose pyrophosphorylase; CTP:D-glucose-1-phosphate cytidylyltransferase
2.7.7.34	glucose-1-phosphate guanylyltransferase; GDP glucose pyrophosphorylase; guanosine diphosphoglucose pyrophosphorylase
2.7.7.35	ADP ribose phosphorylase; ribose-5-phosphate adenylyltransferase (ambiguous); adenosine diphosphoribose phosphorylase (ambiguous)
2.7.7.36	aldose-1-phosphate adenylyltransferase; sugar-1-phosphate adenylyltransferase; ADPaldose phosphorylase; adenosine diphosphosugar phosphorylase; ADP sugar phosphorylase; adenosine diphosphate glucose:orthophosphate adenylyltransferase; ADP:aldose-1-phosphate adenylyltransferase
2.7.7.37	aldose-1-phosphate nucleotidyltransferase; sugar-1-phosphate nucleotidyltransferase; NDPaldose phosphorylase; glucose 1-phosphate inosityltransferase; NDP sugar phosphorylase; nucleoside diphosphosugar phosphorylase; sugar phosphate nucleotidyltransferase; nucleoside diphosphate sugar:orthophosphate nucleotidyltransferase; sugar nucleotide phosphorylase; NDP:aldose-1-phosphate nucleotidyltransferase
2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase; CMP-3-deoxy-D-manno-octulosonate pyrophosphorylase; 2-keto-3-deoxyoctonate cytidylyltransferase; 3-Deoxy-D-manno-octulosonate cytidylyltransferase; CMP-3-deoxy-D-manno-octulosonate synthetase; CMP-KDO synthetase; CTP:CMP-3-deoxy-D-manno-octulosonate cytidylyltransferase; cytidine monophospho-3-deoxy-D-manno-octulosonate pyrophosphorylase
2.7.7.39	glycerol-3-phosphate cytidylyltransferase; CDP-glycerol pyrophosphorylase; cytidine diphosphoglycerol pyrophosphorylase; cytidine diphosphate glycerol pyrophosphorylase; CTP:glycerol 3-phosphate cytidylyltransferase; Gro-PCT; tagD (gene name); tarD (gene name)
2.7.7.4	sulfate adenylyltransferase; ATP-sulfurylase; adenosine-5'-triphosphate sulfurylase; adenosinetriphosphate sulfurylase; adenylylsulfate pyrophosphorylase; ATP sulfurylase; ATP-sulfurylase; sulfurylase
2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase; CDP ribitol pyrophosphorylase; cytidine diphosphate ribitol pyrophosphorylase; ribitol 5-phosphate cytidylyltransferase; cytidine diphosphoribitol pyrophosphorylase
2.7.7.41	phosphatidate cytidylyltransferase; CDP diglyceride pyrophosphorylase; CDP-diacylglycerol synthase; CDP-diacylglyceride synthetase; cytidine diphosphoglyceride pyrophosphorylase; phosphatidate cytidyltransferase; phosphatidic acid cytidylyltransferase; CTP:1,2-diacylglycerophosphate-cytidyl transferase; CTP-diacylglycerol synthetase; DAG synthetase; CDP-DG
2.7.7.42	[glutamine synthetase] adenylyltransferase; glutamine-synthetase adenylyltransferase; ATP:glutamine synthetase adenylyltransferase; adenosine triphosphate:glutamine synthetase adenylyltransferase; ATP:[L-glutamate:ammonia ligase (ADP-forming)] adenylyltransferase; ATP:[L-glutamate:ammonia ligase (ADP-forming)]-L-tyrosine adenylyltransferase; [glutamate---ammonia-ligase] adenylyltransferase
2.7.7.43	N-acylneuraminate cytidylyltransferase; CMP-sialate pyrophosphorylase; CMP-sialate synthase; cytidine 5'-monophosphosialic acid synthetase; CMP-Neu5Ac synthetase; CMP-NeuAc synthetase; acylneuraminate cytidyltransferase; CMP-N-acetylneuraminate synthetase; CMP-N-acetylneuraminate synthase; CMP-N-acetylneuraminic acid synthase; CMP-NANA synthetase; CMP-sialate synthetase; CMP-sialic synthetase; cytidine 5'-monophospho-N-acetylneuraminic acid synthetase; cytidine 5-monophosphate N-acetylneuraminic acid synthetase; cytidine monophosphosialic acid synthetase; cytidine monophosphoacetylneuraminic synthetase; cytidine monophosphosialate pyrophosphorylase; cytidine monophosphosialate synthetase; acetylneuraminate cytidylyltransferase
2.7.7.44	glucuronate-1-phosphate uridylyltransferase; UDP-glucuronate pyrophosphorylase; UDP-D-glucuronic acid pyrophosphorylase; UDP-glucuronic acid pyrophosphorylase; uridine diphosphoglucuronic pyrophosphorylase
2.7.7.45	guanosine-triphosphate guanylyltransferase; diguanosine tetraphosphate synthetase; GTP-GTP guanylyltransferase; Gp4G synthetase; guanosine triphosphate-guanose triphosphate guanylyltransferase
2.7.7.46	gentamicin 2''-nucleotidyltransferase; gentamicin 2''-adenylyltransferase; aminoglycoside adenylyltransferase; gentamycin 2''-nucleotidyltransferase
2.7.7.47	streptomycin 3''-adenylyltransferase; streptomycin adenylate synthetase; streptomycin adenyltransferase; streptomycin adenylylase; streptomycin adenylyltransferase; streptomycin-spectinomycin adenylyltransferase; AAD (3''); aminoglycoside 3''-adenylyltransferase
2.7.7.48	RNA-directed RNA polymerase; RNA nucleotidyltransferase (RNA-directed); RNA nucleotidyltransferase (RNA-directed); RNA-dependent ribonucleate nucleotidyltransferase; 3D polymerase; PB1 proteins; PB2 proteins; phage f2 replicase; polymerase L; Q-beta replicase; phage f2 replicase; ribonucleic acid replicase; ribonucleic acid-dependent ribonucleate nucleotidyltransferase; ribonucleic acid-dependent ribonucleic acid polymerase; ribonucleic replicase; ribonucleic synthetase; RNA replicase; RNA synthetase; RNA transcriptase; RNA-dependent ribonucleate nucleotidyltransferase; RDRP; RNA-dependent RNA polymerase; RNA-dependent RNA replicase; transcriptase
2.7.7.49	RNA-directed DNA polymerase; DNA nucleotidyltransferase (RNA-directed); reverse transcriptase; revertase; RNA-dependent deoxyribonucleate nucleotidyltransferase; RNA revertase; RNA-dependent DNA polymerase; RNA-instructed DNA polymerase; RT
2.7.7.5	sulfate adenylyltransferase (ADP); ADP-sulfurylase; sulfate (adenosine diphosphate) adenylyltransferase; adenosine diphosphate sulfurylase
2.7.7.50	mRNA guanylyltransferase; RNGTT (gene name); CEG1 (gene name); mRNA capping enzyme; messenger RNA guanylyltransferase; Protein lambda2
2.7.7.51	adenylylsulfate---ammonia adenylyltransferase; APSAT; adenylylsulfate:ammonia adenylyltransferase
2.7.7.52	RNA uridylyltransferase; terminal uridylyltransferase; TUT
2.7.7.53	ATP adenylyltransferase; bis(5'-nucleosyl)-tetraphosphate phosphorylase (NDP-forming); diadenosinetetraphosphate alphabeta-phosphorylase; adenine triphosphate adenylyltransferase; diadenosine 5',5'"-P1,P4-tetraphosphate alphabeta-phosphorylase (ADP-forming); dinucleoside oligophosphate alphabeta-phosphorylase
2.7.7.54	Deleted entry
2.7.7.55	Deleted entry
2.7.7.56	tRNA nucleotidyltransferase; phosphate-dependent exonuclease; RNase PH; ribonuclease PH
2.7.7.57	N-methylphosphoethanolamine cytidylyltransferase; monomethylethanolamine phosphate cytidylyltransferase; CTP:P-MEA cytidylyltransferase
2.7.7.58	Transferred to 6.2.1.71
2.7.7.59	[protein-PII] uridylyltransferase; PII uridylyl-transferase; uridyl removing enzyme
2.7.7.6	DNA-directed RNA polymerase; RNA polymerase; RNA nucleotidyltransferase (DNA-directed); RNA polymerase I; RNA polymerase II; RNA polymerase III; C RNA formation factors; deoxyribonucleic acid-dependent ribonucleic acid polymerase; DNA-dependent ribonucleate nucleotidyltransferase; DNA-dependent RNA nucleotidyltransferase; DNA-dependent RNA polymerase; ribonucleate nucleotidyltransferase; ribonucleate polymerase; C ribonucleic acid formation factors; ribonucleic acid nucleotidyltransferase; ribonucleic acid polymerase; ribonucleic acid transcriptase; ribonucleic polymerase; ribonucleic transcriptase; RNA nucleotidyltransferase; RNA transcriptase; transcriptase; RNA nucleotidyltransferase I
2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MEP cytidylyltransferase
2.7.7.61	citrate lyase holo-[acyl-carrier protein] synthase; 2'-(5''-phosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase; CitX; holo-ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase adenylyltransferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase adenylyltransferase; holo-citrate lyase synthase (incorrect); 2'-(5-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase 2'-(5-phosphoribosyl)-3'-dephospho-CoA-transferase
2.7.7.62	adenosylcobinamide-phosphate guanylyltransferase; CobU; adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase; AdoCbi kinase/AdoCbi-phosphate guanylyltransferase
2.7.7.63	Transferred to 6.3.1.20
2.7.7.64	UTP-monosaccharide-1-phosphate uridylyltransferase; UDP-sugar pyrophosphorylase; PsUSP
2.7.7.65	diguanylate cyclase; DGC; PleD
2.7.7.66	malonate decarboxylase holo-[acyl-carrier protein] synthase; holo ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo ACP 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; MdcG; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase adenylyltransferase; holo-malonate-decarboxylase synthase (incorrect)
2.7.7.67	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase; carS (gene name); CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase; CTP:2,3-GG-GP ether cytidylyltransferase; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol synthase; CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphate cytidylyltransferase; CDP-unsaturated archaeol synthase; CDP-archaeol synthase (incorrect)
2.7.7.68	2-phospho-L-lactate guanylyltransferase; cofC (gene name) (ambiguous)
2.7.7.69	GDP-L-galactose/GDP-D-glucose: hexose 1-phosphate guanylyltransferase; VTC2; VTC5; GDP-L-galactose phosphorylase
2.7.7.7	DNA-directed DNA polymerase; DNA polymerase I; DNA polymerase II; DNA polymerase III; DNA polymerase alpha; DNA polymerase beta; DNA polymerase gamma; DNA nucleotidyltransferase (DNA-directed); deoxyribonucleate nucleotidyltransferase; deoxynucleate polymerase; deoxyribonucleic acid duplicase; deoxyribonucleic acid polymerase; deoxyribonucleic duplicase; deoxyribonucleic polymerase; deoxyribonucleic polymerase I; DNA duplicase; DNA nucleotidyltransferase; DNA polymerase; DNA replicase; DNA-dependent DNA polymerase; duplicase; Klenow fragment; sequenase; Taq DNA polymerase; Taq Pol I; Tca DNA polymerase
2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase; D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase; D-glycero-D-manno-heptose-1beta-phosphate adenylyltransferase; hldE (gene name); rfaE (gene name)
